,userCode,userFileName,experimentName,sourceurl,response1,response2,item,trialnumber,frame,view,syllNum,fricative,animate,long,deviceName,localTime,age,gender
12,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,tesuf,15,39,ek,2,yes,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A00+GMT-0400+(EDT),,
13,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,das,16,8,ro,1,yes,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A01+GMT-0400+(EDT),,
14,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,piz--undefined,,bepud,17,undefined,threeTrialsAgoTest.ejs,2,no,,,EIV,Mon+Oct+10+2016+17%3A18%3A01+GMT-0400+(EDT),,
15,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,zitav,18,53,ek,2,yes,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A02+GMT-0400+(EDT),,
16,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,sapif,19,40,ek,2,yes,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A02+GMT-0400+(EDT),,
17,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,pof,20,9,ro,1,yes,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A04+GMT-0400+(EDT),,
18,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,bepud,21,34,ek,2,no,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A04+GMT-0400+(EDT),,
19,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,dez,22,29,ro,1,yes,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A06+GMT-0400+(EDT),,
20,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,sapik,23,38,ek,2,no,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A07+GMT-0400+(EDT),,
21,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,zek,24,12,ro,1,no,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A07+GMT-0400+(EDT),,
22,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,pekiv--undefined,,pekiv,25,undefined,threeTrialsAgoTest.ejs,2,yes,,,EIV,Mon+Oct+10+2016+17%3A18%3A08+GMT-0400+(EDT),,
23,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,shik,26,26,ro,1,no,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A09+GMT-0400+(EDT),,
24,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,zab,27,24,ro,1,no,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A10+GMT-0400+(EDT),,
25,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,dapus,28,45,ek,2,yes,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A12+GMT-0400+(EDT),,
26,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,tikoz,29,51,ek,2,yes,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A12+GMT-0400+(EDT),,
27,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,shet,30,14,ro,1,no,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A13+GMT-0400+(EDT),,
28,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,disab,31,54,ek,2,no,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A13+GMT-0400+(EDT),,
29,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,fosip,32,52,ek,2,no,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A14+GMT-0400+(EDT),,
30,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,voguv--undefined,,voguv,33,undefined,threeTrialsAgoTest.ejs,2,yes,,,EIV,Mon+Oct+10+2016+17%3A18%3A14+GMT-0400+(EDT),,
31,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,zashot,34,36,ek,2,no,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A15+GMT-0400+(EDT),,
32,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,Continue--undefined,,kozab,35,44,ek,2,no,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A16+GMT-0400+(EDT),,
33,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,ropufev-ek-ro,Continue--undefined,pufev,37,2,mytest.ejs,2,yes,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A19+GMT-0400+(EDT),,
34,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,bivek-ro-ek,Continue--undefined,biv,38,28,mytest.ejs,1,yes,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A21+GMT-0400+(EDT),,
35,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,roshobit-ek-ro,Continue--undefined,shobit,39,58,mytest.ejs,2,no,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A23+GMT-0400+(EDT),,
36,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,rovub-ro-ek,Continue--undefined,vub,40,18,mytest.ejs,1,no,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A25+GMT-0400+(EDT),,
37,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,robesh-ro-ek,Continue--undefined,besh,41,22,mytest.ejs,1,yes,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A27+GMT-0400+(EDT),,
38,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,bokek-ro-ek,Continue--undefined,bok,42,35,mytest.ejs,1,no,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A28+GMT-0400+(EDT),,
39,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,rotikub-ro-ek,Continue--undefined,tikub,43,7,mytest.ejs,2,no,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A31+GMT-0400+(EDT),,
40,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,fekobek-ek-ro,Continue--undefined,fekob,44,50,mytest.ejs,2,no,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A32+GMT-0400+(EDT),,
41,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,fisek-ro-ek,Continue--undefined,fis,45,42,mytest.ejs,1,yes,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A34+GMT-0400+(EDT),,
42,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,sapishek-ek-ro,Continue--undefined,sapish,46,6,mytest.ejs,2,yes,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A35+GMT-0400+(EDT),,
43,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,soshukek-ro-ek,Continue--undefined,soshuk,47,10,mytest.ejs,2,no,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A37+GMT-0400+(EDT),,
44,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,robuf-ro-ek,Continue--undefined,buf,48,59,mytest.ejs,1,yes,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A38+GMT-0400+(EDT),,
45,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,shatozek-ek-ro,Continue--undefined,shatoz,49,56,mytest.ejs,2,yes,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A39+GMT-0400+(EDT),,
46,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,zebuzek-ro-ek,Continue--undefined,zebuz,50,48,mytest.ejs,2,yes,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A40+GMT-0400+(EDT),,
47,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,kakek-ek-ro,Continue--undefined,kak,51,32,mytest.ejs,1,no,yes,none,EIV,Mon+Oct+10+2016+17%3A18%3A42+GMT-0400+(EDT),,
48,XJA640,640,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D1,futek-ek-ro,Continue--undefined,fut,52,33,mytest.ejs,1,no,no,none,EIV,Mon+Oct+10+2016+17%3A18%3A43+GMT-0400+(EDT),,
49,,,,,,,,,,,,,,,,,,
