,userCode
,userFileName
,experimentName
,sourceurl
,response1
,response2
,item
,trialnumber
,frame
,view
,syllNum
,fricative
,animate
,long
,deviceName
,localTime
,age
,gender
28,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,Continue--undefined,,fid,31,121,stimulusTest.ejs,1,no,none,no,EIV,Mon+Oct+10+2016+13%3A17%3A09+GMT-0400+(EDT),,
29,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,bezosh--undefined,,bezosh,32,undefined,threeTrialsAgoTest.ejs,2,yes,,,EIV,Mon+Oct+10+2016+13%3A17%3A09+GMT-0400+(EDT),,
30,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,Continue--undefined,,zitav,33,75,stimulusTest2.ejs,2,yes,none,yes,EIV,Mon+Oct+10+2016+13%3A17%3A10+GMT-0400+(EDT),,
31,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,Continue--undefined,,dak,34,89,stimulusTest2.ejs,1,no,none,yes,EIV,Mon+Oct+10+2016+13%3A17%3A10+GMT-0400+(EDT),,
32,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,roshes-ro-ek,Continue--undefined,shes,36,92,mytest.ejs,1,yes,none,yes,EIV,Mon+Oct+10+2016+13%3A17%3A13+GMT-0400+(EDT),,
33,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,roduf-ro-ek,Continue--undefined,duf,37,111,mytest.ejs,1,yes,none,no,EIV,Mon+Oct+10+2016+13%3A17%3A14+GMT-0400+(EDT),,
34,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,fosipek-ro-ek,Continue--undefined,fosip,38,73,mytest.ejs,2,no,none,yes,EIV,Mon+Oct+10+2016+13%3A17%3A16+GMT-0400+(EDT),,
35,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,kivek-ro-ek,Continue--undefined,kiv,39,114,mytest.ejs,1,yes,none,no,EIV,Mon+Oct+10+2016+13%3A17%3A17+GMT-0400+(EDT),,
36,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,kifakek-ek-ro,Continue--undefined,kifak,40,95,mytest.ejs,2,no,none,yes,EIV,Mon+Oct+10+2016+13%3A17%3A18+GMT-0400+(EDT),,
37,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,rokak-ro-ek,Continue--undefined,kak,41,126,mytest.ejs,1,no,none,no,EIV,Mon+Oct+10+2016+13%3A17%3A21+GMT-0400+(EDT),,
38,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,rotut-ek-ro,Continue--undefined,tut,42,72,mytest.ejs,1,no,none,yes,EIV,Mon+Oct+10+2016+13%3A17%3A22+GMT-0400+(EDT),,
39,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,futek-ek-ro,Continue--undefined,fut,43,93,mytest.ejs,1,no,none,yes,EIV,Mon+Oct+10+2016+13%3A17%3A23+GMT-0400+(EDT),,
40,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,ropekiv-ek-ro,Continue--undefined,pekiv,44,91,mytest.ejs,2,yes,none,yes,EIV,Mon+Oct+10+2016+13%3A17%3A24+GMT-0400+(EDT),,
41,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,bepudek-ek-ro,Continue--undefined,bepud,45,120,mytest.ejs,2,no,none,no,EIV,Mon+Oct+10+2016+13%3A17%3A25+GMT-0400+(EDT),,
42,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,rotikub-ro-ek,Continue--undefined,tikub,46,119,mytest.ejs,2,no,none,no,EIV,Mon+Oct+10+2016+13%3A17%3A26+GMT-0400+(EDT),,
43,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,bokek-ek-ro,Continue--undefined,bok,47,104,mytest.ejs,1,no,none,no,EIV,Mon+Oct+10+2016+13%3A17%3A27+GMT-0400+(EDT),,
44,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,shekefek-ro-ek,Continue--undefined,shekef,48,109,mytest.ejs,2,yes,none,no,EIV,Mon+Oct+10+2016+13%3A17%3A28+GMT-0400+(EDT),,
45,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,rodez-ro-ek,Continue--undefined,dez,49,70,mytest.ejs,1,yes,none,yes,EIV,Mon+Oct+10+2016+13%3A17%3A29+GMT-0400+(EDT),,
46,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,rodazus-ek-ro,Continue--undefined,dazus,50,108,mytest.ejs,2,yes,none,no,EIV,Mon+Oct+10+2016+13%3A17%3A30+GMT-0400+(EDT),,
47,GYU626,626,ChildrensPhonSem,http%253A%252F%252Flocalhost%253A8888%252FPhonSemExperigen%252Fweb%252F%253Fcondition%253D4,robezosh-ro-ek,Continue--undefined,bezosh,51,94,mytest.ejs,2,yes,none,yes,EIV,Mon+Oct+10+2016+13%3A17%3A31+GMT-0400+(EDT),,
48,,,,,,,,,,,,,,,,,,
