,userCode,userFileName,condition,response1,options,item,trialnumber,frame,view,syllNum,fricative,animate,long,localTime,age,gender
122,FIA414,414,h,,,,,,,,,,,Thu+Nov+17+2016+10%3A35%3A21+GMT-0500+(EST),8,male
123,FIA414,414,h,Continue,,keb,1,lion,jaVideoView.ejs,1,no,yes,none,Thu+Nov+17+2016+10%3A35%3A33+GMT-0500+(EST),,
124,FIA414,414,h,Continue,,bezosh,2,elephant,jaVideoView.ejs,2,yes,yes,none,Thu+Nov+17+2016+10%3A35%3A42+GMT-0500+(EST),,
125,FIA414,414,h,Continue,,pof,3,deer,jaVideoView.ejs,1,yes,yes,none,Thu+Nov+17+2016+10%3A35%3A52+GMT-0500+(EST),,
126,FIA414,414,h,Continue,,voguv,4,hippo,jaVideoView.ejs,2,yes,yes,none,Thu+Nov+17+2016+10%3A35%3A59+GMT-0500+(EST),,
127,FIA414,414,h,Continue,,sod,5,giraffe,jaVideoView.ejs,1,no,yes,none,Thu+Nov+17+2016+10%3A36%3A06+GMT-0500+(EST),,
128,FIA414,414,h,Continue,,fisod,6,pig,jaVideoView.ejs,2,no,yes,none,Thu+Nov+17+2016+10%3A36%3A12+GMT-0500+(EST),,
129,FIA414,414,h,Continue,,tob,7,dog,jaVideoView.ejs,1,no,yes,none,Thu+Nov+17+2016+10%3A36%3A19+GMT-0500+(EST),,
130,FIA414,414,h,Continue,,zup,8,crab,jaVideoView.ejs,1,no,yes,none,Thu+Nov+17+2016+10%3A36%3A26+GMT-0500+(EST),,
131,FIA414,414,h,Continue,,kifak,9,chicken,jaVideoView.ejs,2,no,yes,none,Thu+Nov+17+2016+10%3A36%3A33+GMT-0500+(EST),,
132,FIA414,414,h,Continue,,shet,10,136,jaVideoView.ejs,1,no,,,Thu+Nov+17+2016+10%3A36%3A40+GMT-0500+(EST),,
133,FIA414,414,h,Continue,,zashot,11,turtle,jaVideoView.ejs,2,no,yes,none,Thu+Nov+17+2016+10%3A36%3A48+GMT-0500+(EST),,
134,FIA414,414,h,Continue,,duf,12,penguin,jaVideoView.ejs,1,yes,yes,none,Thu+Nov+17+2016+10%3A36%3A55+GMT-0500+(EST),,
135,FIA414,414,h,tuja+fosip-ja,-ek-ja,fosip,13,138,videoTest.ejs,2,no,,,Thu+Nov+17+2016+10%3A37%3A08+GMT-0500+(EST),,
136,FIA414,414,h,Continue,,keb,14,kettle,ekPictureView.ejs,1,no,none,no,Thu+Nov+17+2016+10%3A37%3A18+GMT-0500+(EST),,
137,FIA414,414,h,Continue,,bezosh,15,cup,ekPictureView.ejs,2,yes,none,no,Thu+Nov+17+2016+10%3A37%3A25+GMT-0500+(EST),,
138,FIA414,414,h,Continue,,pof,16,guitar,ekPictureView.ejs,1,yes,no,none,Thu+Nov+17+2016+10%3A37%3A31+GMT-0500+(EST),,
139,FIA414,414,h,Continue,,voguv,17,chair,ekPictureView.ejs,2,yes,no,none,Thu+Nov+17+2016+10%3A37%3A37+GMT-0500+(EST),,
140,FIA414,414,h,Continue,,sod,18,baloon,ekPictureView.ejs,1,no,none,no,Thu+Nov+17+2016+10%3A37%3A42+GMT-0500+(EST),,
141,FIA414,414,h,Continue,,fisod,19,umbrella,ekPictureView.ejs,2,no,no,none,Thu+Nov+17+2016+10%3A37%3A48+GMT-0500+(EST),,
142,FIA414,414,h,Continue,,tob,20,basketball,ekPictureView.ejs,1,no,none,no,Thu+Nov+17+2016+10%3A37%3A53+GMT-0500+(EST),,
143,FIA414,414,h,Continue,,zup,21,flashlight,ekPictureView.ejs,1,no,none,yes,Thu+Nov+17+2016+10%3A37%3A59+GMT-0500+(EST),,
144,FIA414,414,h,Continue,,kifak,22,bed,ekPictureView.ejs,2,no,none,no,Thu+Nov+17+2016+10%3A38%3A05+GMT-0500+(EST),,
145,FIA414,414,h,Continue,,shet,23,frisbee,ekPictureView.ejs,1,no,none,no,Thu+Nov+17+2016+10%3A38%3A10+GMT-0500+(EST),,
146,FIA414,414,h,Continue,,zashot,24,clock,ekPictureView.ejs,2,no,none,no,Thu+Nov+17+2016+10%3A38%3A15+GMT-0500+(EST),,
147,FIA414,414,h,Continue,,dezosh,25,pen,ekPictureView.ejs,2,yes,no,none,Thu+Nov+17+2016+10%3A38%3A22+GMT-0500+(EST),,
148,FIA414,414,h,tuek+pip-ek,-ek-ja,pip,27,chair,pictureTest.ejs,1,no,no,none,Thu+Nov+17+2016+10%3A38%3A40+GMT-0500+(EST),,
