,userCode,userFileName,condition,response1,options,item,trialnumber,frame,view,syllNum,fricative,animate,long,localTime,age,gender
0,UHN436,436,h,,,,,,,,,,,Thu+Nov+17+2016+11%3A51%3A00+GMT-0500+(EST),3,male
1,UHN436,436,h,Continue,,gov,3,pig,ekVideoView.ejs,1,yes,yes,none,Thu+Nov+17+2016+11%3A51%3A51+GMT-0500+(EST),,
2,UHN436,436,h,Continue,,sof,4,rabbit,ekVideoView.ejs,1,yes,yes,none,Thu+Nov+17+2016+11%3A51%3A59+GMT-0500+(EST),,
3,UHN436,436,h,Continue,,vebut,5,crab,ekVideoView.ejs,2,no,yes,none,Thu+Nov+17+2016+11%3A52%3A07+GMT-0500+(EST),,
4,UHN436,436,h,Continue,,vok,6,lion,ekVideoView.ejs,1,no,yes,none,Thu+Nov+17+2016+11%3A52%3A15+GMT-0500+(EST),,
5,UHN436,436,h,Continue,,sab,7,elephant,ekVideoView.ejs,1,no,yes,none,Thu+Nov+17+2016+11%3A52%3A23+GMT-0500+(EST),,
6,UHN436,436,h,Continue,,fekob,8,giraffe,ekVideoView.ejs,2,no,yes,none,Thu+Nov+17+2016+11%3A52%3A31+GMT-0500+(EST),,
7,UHN436,436,h,Continue,,vub,9,turtle,ekVideoView.ejs,1,no,yes,none,Thu+Nov+17+2016+11%3A52%3A40+GMT-0500+(EST),,
8,UHN436,436,h,Continue,,pip,10,chicken,ekVideoView.ejs,1,no,yes,none,Thu+Nov+17+2016+11%3A52%3A48+GMT-0500+(EST),,
9,UHN436,436,h,Continue,,fosip,11,deer,ekVideoView.ejs,2,no,yes,none,Thu+Nov+17+2016+11%3A52%3A59+GMT-0500+(EST),,
10,UHN436,436,h,Continue,,zebuz,12,dog,ekVideoView.ejs,2,yes,yes,none,Thu+Nov+17+2016+11%3A53%3A07+GMT-0500+(EST),,
11,UHN436,436,h,Continue,,tesh,13,duck,ekVideoView.ejs,1,yes,yes,none,Thu+Nov+17+2016+11%3A53%3A16+GMT-0500+(EST),,
12,KUE438,438,h,,,,,,,,,,Fri+Nov+18+2016+17%3A41%3A54+GMT-0500+(EST),,none
13,KUE438,438,h,Continue,,zup,3,book,jaPictureView.ejs,1,no,no,none,Fri+Nov+18+2016+17%3A42%3A26+GMT-0500+(EST),,
14,KUE438,438,h,Continue,,tob,4,139,jaPictureView.ejs,1,no,none,,Fri+Nov+18+2016+17%3A42%3A53+GMT-0500+(EST),,
15,KUE438,438,h,Continue,,zitav,5,basket,jaPictureView.ejs,2,yes,none,no,Fri+Nov+18+2016+17%3A42%3A56+GMT-0500+(EST),,
16,KUE438,438,h,Continue,,bok,6,lampshade,jaPictureView.ejs,1,no,none,no,Fri+Nov+18+2016+17%3A42%3A57+GMT-0500+(EST),,
17,KUV439,439,s,,,,,,,,,,Sat+Nov+26+2016+20%3A06%3A50+GMT-0500+(EST),,none
18,KUV439,439,s,Continue,,gop,3,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A06%3A51+GMT-0500+(EST),,
19,KUV439,439,s,Continue,,dak,4,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A06%3A51+GMT-0500+(EST),,
20,KUV439,439,s,Continue,,fitash,5,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A06%3A51+GMT-0500+(EST),,
21,DUZ444,444,s,,,,,,,,,,Sat+Nov+26+2016+20%3A35%3A02+GMT-0500+(EST),,none
22,PKJ445,445,s,,,,,,,,,,Sat+Nov+26+2016+20%3A39%3A47+GMT-0500+(EST),,none
23,PKJ445,445,s,Continue,,gop,3,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A39%3A48+GMT-0500+(EST),,
24,PKJ445,445,s,Continue,,dak,4,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A39%3A48+GMT-0500+(EST),,
25,PKJ445,445,s,Continue,,fitash,5,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A39%3A48+GMT-0500+(EST),,
26,PKJ445,445,s,Continue,,rezik,6,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A39%3A49+GMT-0500+(EST),,
27,ODX447,447,s,,,,,,,,,,Sat+Nov+26+2016+20%3A43%3A03+GMT-0500+(EST),,none
28,ODX447,447,s,Continue,,gop,3,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A43%3A05+GMT-0500+(EST),,
29,ODX447,447,s,Continue,,dak,4,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A43%3A05+GMT-0500+(EST),,
30,ODX447,447,s,Continue,,fitash,5,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A43%3A05+GMT-0500+(EST),,
31,ODX447,447,s,Continue,,rezik,6,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A43%3A06+GMT-0500+(EST),,
32,HOO448,448,s,,,,,,,,,,Sat+Nov+26+2016+20%3A45%3A42+GMT-0500+(EST),,none
33,HOO448,448,s,Continue,,gop,3,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A45%3A43+GMT-0500+(EST),,
34,HOO448,448,s,Continue,,dak,4,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A45%3A43+GMT-0500+(EST),,
35,HOO448,448,s,Continue,,fitash,5,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A45%3A43+GMT-0500+(EST),,
36,HOO448,448,s,Continue,,rezik,6,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+20%3A45%3A44+GMT-0500+(EST),,
37,VLD452,452,s,,,,,,,,,,Sat+Nov+26+2016+21%3A03%3A41+GMT-0500+(EST),,none
38,VLD452,452,s,Continue,,gop,3,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+21%3A03%3A42+GMT-0500+(EST),,
39,VLD452,452,s,Continue,,dak,4,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+21%3A03%3A43+GMT-0500+(EST),,
40,VLD452,452,s,Continue,,fitash,5,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+21%3A03%3A43+GMT-0500+(EST),,
41,VLD452,452,s,Continue,,rezik,6,undefined,warmup.ejs,,,,,Sat+Nov+26+2016+21%3A03%3A43+GMT-0500+(EST),,
42,TMK454,454,s,,,,,,,,,,Sat+Nov+26+2016+21%3A03%3A57+GMT-0500+(EST),,none
