,userCode,userFileName,condition,response1,options,item,trialnumber,frame,view,syllNum,fricative,animate,long,localTime,age,gender
86,RFS707,707,3,Continue,,zitav,28,squirrel,ek,2,yes,yes,none,Tue+Oct+11+2016+10%3A26%3A39+GMT-0400+(EDT),,
87,RFS707,707,3,Continue,,vub,29,duck,ek,1,no,yes,none,Tue+Oct+11+2016+10%3A26%3A40+GMT-0400+(EDT),,
88,RFS707,707,3,Continue,,tob,30,icecream,ro,1,no,no,none,Tue+Oct+11+2016+10%3A26%3A41+GMT-0400+(EDT),,
89,RFS707,707,3,Continue,,tesh,31,car,ro,1,yes,no,none,Tue+Oct+11+2016+10%3A26%3A42+GMT-0400+(EDT),,
90,RFS707,707,3,Continue,,sod,32,pencil,ro,1,no,no,none,Tue+Oct+11+2016+10%3A26%3A43+GMT-0400+(EDT),,
91,RFS707,707,3,tob,(tob-kosh),,tob,33,undefined,threeTrialsAgoTest.ejs,2,no,,,Tue+Oct+11+2016+10%3A26%3A44+GMT-0400+(EDT),,
92,RFS707,707,3,Continue,,zup,34,ox,ek,1,no,yes,none,Tue+Oct+11+2016+10%3A26%3A45+GMT-0400+(EDT),,
93,RFS707,707,3,Continue,,fudiz,35,chicken,ek,2,yes,yes,none,Tue+Oct+11+2016+10%3A26%3A46+GMT-0400+(EDT),,
94,RFS707,707,3,zifek,(ek-ro),,zif,37,crab,mytest.ejs,1,yes,yes,none,Tue+Oct+11+2016+10%3A27%3A45+GMT-0400+(EDT),,
95,RFS707,707,3,voguvek,(ro-ek),,voguv,38,bike,mytest.ejs,2,yes,no,none,Tue+Oct+11+2016+10%3A27%3A52+GMT-0400+(EDT),,
96,RFS707,707,3,rosapik,(ek-ro),,sapik,39,microphone,mytest.ejs,2,no,no,none,Tue+Oct+11+2016+10%3A27%3A55+GMT-0400+(EDT),,
97,RFS707,707,3,shapek,(ek-ro),,shap,40,toothbrush,mytest.ejs,1,no,no,none,Tue+Oct+11+2016+10%3A27%3A56+GMT-0400+(EDT),,
98,RFS707,707,3,rofikash,(ro-ek),,fikash,41,fox,mytest.ejs,2,yes,yes,none,Tue+Oct+11+2016+10%3A27%3A58+GMT-0400+(EDT),,
99,RFS707,707,3,roshufik,(ek-ro),,shufik,42,fish,mytest.ejs,2,no,yes,none,Tue+Oct+11+2016+10%3A27%3A59+GMT-0400+(EDT),,
100,RFS707,707,3,ropip,(ro-ek),,pip,43,pen,mytest.ejs,1,no,no,none,Tue+Oct+11+2016+10%3A28%3A01+GMT-0400+(EDT),,
101,RFS707,707,3,roduf,(ek-ro),,duf,44,mirror,mytest.ejs,1,yes,no,none,Tue+Oct+11+2016+10%3A28%3A02+GMT-0400+(EDT),,
102,RFS707,707,3,shikek,(ek-ro),,shik,45,giraffe,mytest.ejs,1,no,yes,none,Tue+Oct+11+2016+10%3A28%3A03+GMT-0400+(EDT),,
103,RFS707,707,3,shobitek,(ro-ek),,shobit,46,pig,mytest.ejs,2,no,yes,none,Tue+Oct+11+2016+10%3A28%3A05+GMT-0400+(EDT),,
104,RFS707,707,3,bosovek,(ro-ek),,bosov,47,scarf,mytest.ejs,2,yes,no,none,Tue+Oct+11+2016+10%3A28%3A07+GMT-0400+(EDT),,
105,RFS707,707,3,rozek,(ro-ek),,zek,48,goat,mytest.ejs,1,no,yes,none,Tue+Oct+11+2016+10%3A28%3A08+GMT-0400+(EDT),,
106,RFS707,707,3,rokos,(ro-ek),,kos,49,horse,mytest.ejs,1,yes,yes,none,Tue+Oct+11+2016+10%3A28%3A10+GMT-0400+(EDT),,
107,RFS707,707,3,ropof,(ek-ro),,pof,50,bowl,mytest.ejs,1,yes,no,none,Tue+Oct+11+2016+10%3A28%3A12+GMT-0400+(EDT),,
108,RFS707,707,3,tusudek,(ek-ro),,tusud,51,comb,mytest.ejs,2,no,no,none,Tue+Oct+11+2016+10%3A28%3A14+GMT-0400+(EDT),,
109,RFS707,707,3,sapifek,(ro-ek),,sapif,52,cat,mytest.ejs,2,yes,yes,none,Tue+Oct+11+2016+10%3A28%3A19+GMT-0400+(EDT),,
110,UQJ709,709,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A43%3A17+GMT-0400+(EDT),45,none
111,UQJ709,709,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A43%3A18+GMT-0400+(EDT),,
112,UQJ709,709,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A43%3A19+GMT-0400+(EDT),,
113,VBW710,710,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A43%3A25+GMT-0400+(EDT),,none
114,VBW710,710,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A43%3A26+GMT-0400+(EDT),,
115,VBW710,710,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A43%3A27+GMT-0400+(EDT),,
116,SDQ712,712,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A44%3A20+GMT-0400+(EDT),,none
117,SDQ712,712,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A44%3A21+GMT-0400+(EDT),,
118,SDQ712,712,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A44%3A22+GMT-0400+(EDT),,
119,YEU714,714,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A44%3A53+GMT-0400+(EDT),,none
120,YEU714,714,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A44%3A53+GMT-0400+(EDT),,
121,YEU714,714,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A44%3A54+GMT-0400+(EDT),,
122,ODA716,716,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A45%3A05+GMT-0400+(EDT),,none
123,ODA716,716,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A45%3A06+GMT-0400+(EDT),,
124,ODA716,716,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A45%3A07+GMT-0400+(EDT),,
125,HAI718,718,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A45%3A21+GMT-0400+(EDT),,none
126,HAI718,718,1,Continue,,gop,3,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A45%3A22+GMT-0400+(EDT),,
127,HAI718,718,1,Continue,,dak,4,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A45%3A22+GMT-0400+(EDT),,
128,HAI718,718,1,Continue,,fitash,5,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A45%3A23+GMT-0400+(EDT),,
129,KJY719,719,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A46%3A05+GMT-0400+(EDT),,none
130,KJY719,719,1,Continue,,gop,3,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A46%3A05+GMT-0400+(EDT),,
131,KJY719,719,1,Continue,,dak,4,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A46%3A06+GMT-0400+(EDT),,
132,KJY719,719,1,Continue,,fitash,5,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A46%3A06+GMT-0400+(EDT),,
133,BXE720,720,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A46%3A43+GMT-0400+(EDT),,none
134,BAR721,721,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A47%3A23+GMT-0400+(EDT),,none
135,BAR721,721,1,Continue,,gop,3,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A47%3A24+GMT-0400+(EDT),,
136,BAR721,721,1,Continue,,dak,4,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A47%3A24+GMT-0400+(EDT),,
137,BAR721,721,1,Continue,,fitash,5,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A47%3A25+GMT-0400+(EDT),,
138,OEI722,722,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A47%3A46+GMT-0400+(EDT),,none
139,OEI722,722,1,Continue,,gop,3,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A47%3A47+GMT-0400+(EDT),,
140,OEI722,722,1,Continue,,dak,4,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A47%3A47+GMT-0400+(EDT),,
141,OEI722,722,1,Continue,,fitash,5,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A47%3A48+GMT-0400+(EDT),,
142,AQC723,723,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A49%3A06+GMT-0400+(EDT),,none
143,AQC723,723,1,Continue,,gop,3,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A49%3A06+GMT-0400+(EDT),,
144,AQC723,723,1,Continue,,dak,4,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A49%3A06+GMT-0400+(EDT),,
145,AQC723,723,1,Continue,,fitash,5,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+16%3A49%3A07+GMT-0400+(EDT),,
146,AQC723,723,1,,,,,,,,,,,Wed+Oct+12+2016+16%3A49%3A23+GMT-0400+(EDT),,
147,NVU733,733,1,,,,,,,,,,,Wed+Oct+12+2016+17%3A08%3A52+GMT-0400+(EDT),21,none
148,NVU733,733,1,Continue,,gop,3,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+17%3A08%3A53+GMT-0400+(EDT),,
149,NVU733,733,1,Continue,,dak,4,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+17%3A08%3A53+GMT-0400+(EDT),,
150,NVU733,733,1,Continue,,fitash,5,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+17%3A08%3A54+GMT-0400+(EDT),,
151,NVU733,733,1,Continue,,rezik,6,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+17%3A08%3A56+GMT-0400+(EDT),,
152,NVU733,733,1,Continue,,dog,7,undefined,stimulus.ejs,,,,,Wed+Oct+12+2016+17%3A08%3A58+GMT-0400+(EDT),,
153,NJR734,734,1,,,,,,,,,,,Wed+Oct+12+2016+17%3A15%3A22+GMT-0400+(EDT),,none
154,NJR734,734,1,Continue,,gop,3,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+17%3A15%3A22+GMT-0400+(EDT),,
155,NJR734,734,1,Continue,,dak,4,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+17%3A15%3A23+GMT-0400+(EDT),,
156,NJR734,734,1,Continue,,fitash,5,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+17%3A15%3A23+GMT-0400+(EDT),,
157,NJR734,734,1,Continue,,rezik,6,undefined,warmup.ejs,,,,,Wed+Oct+12+2016+17%3A15%3A24+GMT-0400+(EDT),,
158,NJR734,734,1,Continue,,dog,7,undefined,stimulus.ejs,,,,,Wed+Oct+12+2016+17%3A15%3A26+GMT-0400+(EDT),,
159,NJR734,734,1,Continue,,zitav,8,penguin,ro,2,yes,yes,none,Wed+Oct+12+2016+17%3A15%3A27+GMT-0400+(EDT),,
160,NJR734,734,1,Continue,,fekob,9,deer,ro,2,no,yes,none,Wed+Oct+12+2016+17%3A15%3A28+GMT-0400+(EDT),,
161,NJR734,734,1,Continue,,fikash,10,fox,ro,2,yes,yes,none,Wed+Oct+12+2016+17%3A15%3A28+GMT-0400+(EDT),,
162,NJR734,734,1,zitav,(vok-zitav),,zitav,11,undefined,threeTrialsAgoTest.ejs,2,yes,,,Wed+Oct+12+2016+17%3A15%3A29+GMT-0400+(EDT),,
163,NJR734,734,1,Continue,,kusud,12,lion,ro,2,no,yes,none,Wed+Oct+12+2016+17%3A15%3A30+GMT-0400+(EDT),,
164,NJR734,734,1,Continue,,tikub,13,bee,ro,2,no,yes,none,Wed+Oct+12+2016+17%3A15%3A30+GMT-0400+(EDT),,
165,NJR734,734,1,Continue,,kos,14,key,ek,1,yes,no,none,Wed+Oct+12+2016+17%3A15%3A30+GMT-0400+(EDT),,
166,NJR734,734,1,Continue,,fid,15,burger,ek,1,no,no,none,Wed+Oct+12+2016+17%3A15%3A31+GMT-0400+(EDT),,
167,NJR734,734,1,Continue,,zek,16,knife,ek,1,no,no,none,Wed+Oct+12+2016+17%3A15%3A31+GMT-0400+(EDT),,
168,NJR734,734,1,Continue,,dapus,17,giraffe,ro,2,yes,yes,none,Wed+Oct+12+2016+17%3A15%3A31+GMT-0400+(EDT),,
169,NJR734,734,1,Continue,,sapish,18,rabbit,ro,2,yes,yes,none,Wed+Oct+12+2016+17%3A15%3A31+GMT-0400+(EDT),,
170,NJR734,734,1,zek,(kak-zek),,zek,19,undefined,threeTrialsAgoTest.ejs,2,no,,,Wed+Oct+12+2016+17%3A15%3A32+GMT-0400+(EDT),,
171,NJR734,734,1,Continue,,vesh,20,necklace,ek,1,yes,no,none,Wed+Oct+12+2016+17%3A15%3A32+GMT-0400+(EDT),,
172,NJR734,734,1,Continue,,pufev,21,chicken,ro,2,yes,yes,none,Wed+Oct+12+2016+17%3A15%3A33+GMT-0400+(EDT),,
173,NJR734,734,1,Continue,,fudiz,22,camel,ro,2,yes,yes,none,Wed+Oct+12+2016+17%3A15%3A34+GMT-0400+(EDT),,
174,NJR734,734,1,Continue,,kak,23,sunglass,ek,1,no,no,none,Wed+Oct+12+2016+17%3A15%3A34+GMT-0400+(EDT),,
175,NJR734,734,1,Continue,,tusud,24,ant,ro,2,no,yes,none,Wed+Oct+12+2016+17%3A15%3A34+GMT-0400+(EDT),,
176,NJR734,734,1,Continue,,sapik,25,pigeon,ro,2,no,yes,none,Wed+Oct+12+2016+17%3A15%3A34+GMT-0400+(EDT),,
177,NJR734,734,1,Continue,,tob,26,lamp,ek,1,no,no,none,Wed+Oct+12+2016+17%3A15%3A35+GMT-0400+(EDT),,
178,NJR734,734,1,tusud,(tusud-tesh),,tusud,27,undefined,threeTrialsAgoTest.ejs,2,no,,,Wed+Oct+12+2016+17%3A15%3A36+GMT-0400+(EDT),,
179,NJR734,734,1,Continue,,pof,28,pillow,ek,1,yes,no,none,Wed+Oct+12+2016+17%3A15%3A36+GMT-0400+(EDT),,
180,NJR734,734,1,Continue,,fis,29,chair,ek,1,yes,no,none,Wed+Oct+12+2016+17%3A15%3A36+GMT-0400+(EDT),,
181,NJR734,734,1,Continue,,vub,30,headphone,ek,1,no,no,none,Wed+Oct+12+2016+17%3A15%3A38+GMT-0400+(EDT),,
182,NJR734,734,1,Continue,,fut,31,bowl,ek,1,no,no,none,Wed+Oct+12+2016+17%3A15%3A41+GMT-0400+(EDT),,
183,NJR734,734,1,Continue,,gov,32,pen,ek,1,yes,no,none,Wed+Oct+12+2016+17%3A15%3A41+GMT-0400+(EDT),,
